metric_version,dataset,model,model_size,train_type,lambda,seed,group_type,group_value,ref_tone,hyp_tone,count,ref_total,row_rate
aligned_v1,vivos,phowhisper,small,zero_shot,,42,scope,overall,nang,ngang,0,2277,0.000000000000
aligned_v1,vivos,phowhisper,small,zero_shot,,42,scope,overall,nang,sac,3,2277,0.001317523057
aligned_v1,vivos,phowhisper,small,zero_shot,,42,scope,overall,nang,huyen,6,2277,0.002635046113
aligned_v1,vivos,phowhisper,small,zero_shot,,42,scope,overall,nang,hoi,19,2277,0.008344312692
aligned_v1,vivos,phowhisper,small,zero_shot,,42,scope,overall,nang,nga,5,2277,0.002195871761
aligned_v1,vivos,phowhisper,small,zero_shot,,42,scope,overall,nang,nang,2244,2277,0.985507246377
aligned_v1,vivos,phowhisper,small,zero_shot,,42,scope,low_snr,ngang,ngang,1517,1521,0.997370151216
aligned_v1,vivos,phowhisper,small,zero_shot,,42,scope,low_snr,ngang,sac,1,1521,0.000657462196
aligned_v1,vivos,phowhisper,small,zero_shot,,42,scope,low_snr,ngang,huyen,3,1521,0.001972386588
aligned_v1,vivos,phowhisper,small,zero_shot,,42,scope,low_snr,ngang,hoi,0,1521,0.000000000000
aligned_v1,vivos,phowhisper,small,zero_shot,,42,scope,low_snr,ngang,nga,0,1521,0.000000000000
aligned_v1,vivos,phowhisper,small,zero_shot,,42,scope,low_snr,ngang,nang,0,1521,0.000000000000
aligned_v1,vivos,phowhisper,small,zero_shot,,42,scope,low_snr,sac,ngang,6,1265,0.004743083004
aligned_v1,vivos,phowhisper,small,zero_shot,,42,scope,low_snr,sac,sac,1254,1265,0.991304347826
aligned_v1,vivos,phowhisper,small,zero_shot,,42,scope,low_snr,sac,huyen,3,1265,0.002371541502
aligned_v1,vivos,phowhisper,small,zero_shot,,42,scope,low_snr,sac,hoi,2,1265,0.001581027668
aligned_v1,vivos,phowhisper,small,zero_shot,,42,scope,low_snr,sac,nga,0,1265,0.000000000000
aligned_v1,vivos,phowhisper,small,zero_shot,,42,scope,low_snr,sac,nang,0,1265,0.000000000000
aligned_v1,vivos,phowhisper,small,zero_shot,,42,scope,low_snr,huyen,ngang,1,1040,0.000961538462
aligned_v1,vivos,phowhisper,small,zero_shot,,42,scope,low_snr,huyen,sac,1,1040,0.000961538462
aligned_v1,vivos,phowhisper,small,zero_shot,,42,scope,low_snr,huyen,huyen,1033,1040,0.993269230769
aligned_v1,vivos,phowhisper,small,zero_shot,,42,scope,low_snr,huyen,hoi,2,1040,0.001923076923
aligned_v1,vivos,phowhisper,small,zero_shot,,42,scope,low_snr,huyen,nga,1,1040,0.000961538462
aligned_v1,vivos,phowhisper,small,zero_shot,,42,scope,low_snr,huyen,nang,2,1040,0.001923076923
aligned_v1,vivos,phowhisper,small,zero_shot,,42,scope,low_snr,hoi,ngang,0,543,0.000000000000
aligned_v1,vivos,phowhisper,small,zero_shot,,42,scope,low_snr,hoi,sac,1,543,0.001841620626
aligned_v1,vivos,phowhisper,small,zero_shot,,42,scope,low_snr,hoi,huyen,0,543,0.000000000000
aligned_v1,vivos,phowhisper,small,zero_shot,,42,scope,low_snr,hoi,hoi,537,543,0.988950276243
aligned_v1,vivos,phowhisper,small,zero_shot,,42,scope,low_snr,hoi,nga,0,543,0.000000000000
aligned_v1,vivos,phowhisper,small,zero_shot,,42,scope,low_snr,hoi,nang,5,543,0.009208103131
aligned_v1,vivos,phowhisper,small,zero_shot,,42,scope,low_snr,nga,ngang,0,256,0.000000000000
